searchSteps,timeToFinishWeight,gamesPlayed,wins,winRate,avgRunTime,avgPlanningTime,avgGameTicks,avgNodesEvaluated,avgMostBacktrackedNodes,avgPercentageTravelled
1,0.2,45,20,0.4444444444444444,15047.866666666667,15033.333333333334,477.6,1889096.8,2280.266666666667,0.7588888888888891
1,0.4,45,20,0.4444444444444444,13673.68888888889,13672.044444444444,438.73333333333335,1432501.5111111111,2059.866666666667,0.7633333333333334
1,0.6,45,23,0.5111111111111111,9081.022222222222,9080.466666666667,301.55555555555554,947779.9777777778,2153.088888888889,0.8242222222222223
1,0.8,45,30,0.6666666666666666,15500.133333333333,15499.533333333333,488.9555555555556,1600094.288888889,2304.9555555555557,0.8973333333333332
1,1.0,45,37,0.8222222222222222,9775.222222222223,9773.6,341.3777777777778,978752.6888888889,2812.6,0.9577777777777778
1,1.2,45,35,0.7777777777777778,6920.6,6919.2444444444445,325.2888888888889,709747.3777777777,2301.0666666666666,0.9402222222222223
1,1.4,45,34,0.7555555555555555,7962.666666666667,7961.2444444444445,361.5111111111111,836522.5555555555,2086.733333333333,0.918
1,1.6,45,36,0.8,6789.355555555556,6787.644444444444,358.8666666666667,714536.8,1904.111111111111,0.9326666666666666
1,1.8,45,39,0.8666666666666667,6583.733333333334,6580.7555555555555,358.5111111111111,711664.3555555556,1899.4,0.9531111111111111
1,2.0,45,37,0.8222222222222222,7236.422222222222,7233.955555555555,395.8,782019.1777777778,1831.4,0.9417777777777777
2,0.2,45,32,0.7111111111111111,10469.888888888889,10468.533333333333,340.8222222222222,579227.3777777777,1320.111111111111,0.8991111111111111
2,0.4,45,39,0.8666666666666667,10362.08888888889,10361.622222222222,349.8888888888889,575924.2888888889,1449.6222222222223,0.9631111111111111
2,0.6,45,42,0.9333333333333333,4475.2,4473.488888888889,310.97777777777776,240130.97777777776,1119.6,0.9897777777777779
2,0.8,45,43,0.9555555555555556,4017.6,4014.9777777777776,351.77777777777777,218784.0888888889,874.2888888888889,0.9940000000000001
2,1.0,45,41,0.9111111111111111,3666.0666666666666,3663.266666666667,379.0444444444444,212307.42222222223,746.7777777777778,0.9760000000000001
2,1.2,45,40,0.8888888888888888,3625.5777777777776,3622.4666666666667,398.8666666666667,207331.51111111112,590.9777777777778,0.9715555555555555
2,1.4,45,40,0.8888888888888888,3380.7555555555555,3377.688888888889,411.02222222222224,198400.57777777777,602.9555555555555,0.9715555555555555
2,1.6,45,39,0.8666666666666667,3673.511111111111,3670.4222222222224,421.35555555555555,214433.17777777778,600.0,0.967111111111111
2,1.8,45,38,0.8444444444444444,4525.133333333333,4522.155555555555,443.15555555555557,273905.8,649.6,0.9533333333333335
2,2.0,45,37,0.8222222222222222,4821.066666666667,4817.644444444444,463.3333333333333,288753.6,516.9111111111112,0.9373333333333335
3,0.2,45,41,0.9111111111111111,10331.6,10330.733333333334,356.06666666666666,388113.3777777778,1046.2,0.9828888888888889
3,0.4,45,42,0.9333333333333333,6566.2444444444445,6564.688888888889,365.0,244701.46666666667,841.4444444444445,0.9862222222222221
3,0.6,45,44,0.9777777777777777,3222.4222222222224,3219.7555555555555,381.02222222222224,124264.42222222222,519.3555555555556,0.9933333333333334
3,0.8,45,43,0.9555555555555556,2550.2,2546.9333333333334,410.1777777777778,98120.28888888888,319.8888888888889,0.992
3,1.0,45,44,0.9777777777777777,2433.0222222222224,2429.688888888889,415.55555555555554,98030.77777777778,404.1333333333333,0.9986666666666666
3,1.2,45,42,0.9333333333333333,3395.1555555555556,3391.777777777778,460.8,136932.84444444443,362.64444444444445,0.9893333333333333
3,1.4,45,42,0.9333333333333333,3554.3555555555554,3550.6666666666665,469.35555555555555,143017.42222222223,378.77777777777777,0.989111111111111
3,1.6,45,42,0.9333333333333333,3602.6222222222223,3599.0444444444443,481.1777777777778,148367.24444444446,379.97777777777776,0.9893333333333333
3,1.8,45,42,0.9333333333333333,3575.688888888889,3572.177777777778,487.0444444444444,142836.26666666666,370.7111111111111,0.989111111111111
3,2.0,45,44,0.9777777777777777,2493.0444444444443,2489.5333333333333,466.44444444444446,104467.64444444445,387.15555555555557,0.9984444444444445
4,0.2,45,43,0.9555555555555556,10141.31111111111,10140.622222222222,376.6,289115.13333333336,790.6222222222223,0.9928888888888889
4,0.4,45,43,0.9555555555555556,3983.488888888889,3980.8888888888887,395.31111111111113,115522.2,489.64444444444445,0.9928888888888889
4,0.6,45,43,0.9555555555555556,2807.733333333333,2804.5555555555557,436.5777777777778,83933.11111111111,312.5111111111111,0.9928888888888889
4,0.8,45,43,0.9555555555555556,1915.0444444444445,1911.3777777777777,455.4888888888889,62770.48888888889,218.0,0.9928888888888889
4,1.0,45,43,0.9555555555555556,2123.222222222222,2119.6666666666665,462.35555555555555,68254.48888888888,226.13333333333333,0.9928888888888889
4,1.2,45,43,0.9555555555555556,2282.688888888889,2278.8888888888887,477.9555555555556,70002.8,243.0222222222222,0.9928888888888889
4,1.4,45,44,0.9777777777777777,1751.4888888888888,1747.7111111111112,472.15555555555557,53886.555555555555,251.0222222222222,0.9995555555555556
4,1.6,45,44,0.9777777777777777,1368.1333333333334,1364.088888888889,472.1333333333333,44227.35555555556,250.26666666666668,0.9995555555555556
4,1.8,45,44,0.9777777777777777,1460.3777777777777,1456.0666666666666,482.6,48439.84444444445,234.6888888888889,0.9995555555555556
4,2.0,45,44,0.9777777777777777,1521.4222222222222,1517.4222222222222,491.73333333333335,47873.42222222222,232.22222222222223,0.9995555555555556
5,0.2,45,42,0.9333333333333333,9640.711111111112,9639.777777777777,409.53333333333336,215644.0,615.6222222222223,0.985111111111111
5,0.4,45,44,0.9777777777777777,4502.7555555555555,4499.044444444445,437.55555555555554,102631.17777777778,337.6666666666667,0.9933333333333334
5,0.6,45,44,0.9777777777777777,2922.8,2919.6444444444446,466.64444444444445,72312.13333333333,230.82222222222222,0.9933333333333334
5,0.8,45,42,0.9333333333333333,3262.488888888889,3259.1111111111113,496.5777777777778,77602.88888888889,207.86666666666667,0.9862222222222221
5,1.0,45,42,0.9333333333333333,3204.311111111111,3200.6666666666665,502.6222222222222,79141.64444444445,186.06666666666666,0.9853333333333334
5,1.2,45,43,0.9555555555555556,2502.2444444444445,2498.4222222222224,504.0888888888889,64775.311111111114,191.06666666666666,0.9928888888888889
5,1.4,45,44,0.9777777777777777,1897.4222222222222,1893.2666666666667,501.31111111111113,47282.51111111111,191.9111111111111,0.9986666666666666
5,1.6,45,44,0.9777777777777777,2027.7555555555555,2023.7111111111112,503.22222222222223,52019.444444444445,215.82222222222222,0.9986666666666666
5,1.8,45,44,0.9777777777777777,2244.1111111111113,2240.0666666666666,508.75555555555553,57023.4,218.2,0.9986666666666666
5,2.0,45,43,0.9555555555555556,2560.311111111111,2556.3555555555554,515.8,61391.933333333334,213.77777777777777,0.992
6,0.2,45,44,0.9777777777777777,8894.622222222222,8892.955555555556,443.4,163095.35555555555,505.3333333333333,0.9933333333333334
6,0.4,45,42,0.9333333333333333,5075.333333333333,5071.866666666667,499.2888888888889,94340.35555555555,290.06666666666666,0.9862222222222221
6,0.6,45,43,0.9555555555555556,4540.355555555556,4536.822222222222,530.0888888888888,89953.53333333334,241.15555555555557,0.9866666666666666
6,0.8,45,43,0.9555555555555556,3331.6,3327.711111111111,527.8,66446.24444444444,201.95555555555555,0.9928888888888889
6,1.0,45,43,0.9555555555555556,3422.1111111111113,3418.0444444444443,544.2444444444444,69314.02222222222,206.35555555555555,0.9928888888888889
6,1.2,45,41,0.9111111111111111,4250.466666666666,4245.333333333333,570.9555555555555,82479.44444444444,186.4,0.9815555555555556
6,1.4,45,43,0.9555555555555556,3660.6444444444446,3656.511111111111,564.7333333333333,72393.17777777778,180.82222222222222,0.9866666666666666
6,1.6,45,44,0.9777777777777777,3252.866666666667,3248.6222222222223,561.6222222222223,67081.71111111112,184.6,0.9933333333333334
6,1.8,45,43,0.9555555555555556,3833.266666666667,3829.0444444444443,575.4,75165.17777777778,177.82222222222222,0.9866666666666666
6,2.0,45,44,0.9777777777777777,3396.488888888889,3392.266666666667,566.4666666666667,68450.08888888889,192.73333333333332,0.9933333333333334
7,0.2,45,40,0.8888888888888888,10428.044444444444,10425.977777777778,536.4444444444445,160391.46666666667,410.06666666666666,0.982
7,0.4,45,42,0.9333333333333333,9863.777777777777,9860.422222222222,672.2888888888889,150450.6,262.4,0.9904444444444445
7,0.6,45,42,0.9333333333333333,8994.955555555556,8991.177777777777,704.7111111111111,138755.2888888889,231.64444444444445,0.9904444444444445
7,0.8,45,42,0.9333333333333333,8626.711111111112,8622.466666666667,721.8888888888889,132868.57777777777,208.15555555555557,0.9904444444444445
7,1.0,45,42,0.9333333333333333,8444.444444444445,8440.044444444444,730.7555555555556,131741.11111111112,201.55555555555554,0.9917777777777776
7,1.2,45,43,0.9555555555555556,4211.044444444445,4206.955555555555,602.6444444444444,70132.57777777778,214.95555555555555,0.9988888888888889
7,1.4,45,43,0.9555555555555556,4047.9777777777776,4043.711111111111,597.6,67977.2,207.37777777777777,0.9982222222222222
7,1.6,45,43,0.9555555555555556,4090.6444444444446,4086.4444444444443,598.5333333333333,67387.06666666667,202.15555555555557,0.9982222222222222
7,1.8,45,42,0.9333333333333333,8132.711111111111,8128.177777777778,736.6666666666666,129232.66666666667,185.15555555555557,0.9971111111111111
7,2.0,45,42,0.9333333333333333,3884.133333333333,3879.4222222222224,611.8666666666667,67135.91111111111,197.22222222222223,0.9977777777777778
8,0.2,45,40,0.8888888888888888,13358.466666666667,13355.333333333334,696.0444444444445,193105.86666666667,371.0,0.979111111111111
8,0.4,45,39,0.8666666666666667,7261.777777777777,7257.7555555555555,607.8666666666667,109542.8,277.5111111111111,0.9695555555555555
8,0.6,45,39,0.8666666666666667,10960.355555555556,10955.577777777778,767.7777777777778,160369.97777777776,240.62222222222223,0.9777777777777777
8,0.8,45,39,0.8666666666666667,5486.644444444444,5482.288888888889,645.0222222222222,84745.02222222222,241.2,0.9686666666666666
8,1.0,45,39,0.8666666666666667,5905.488888888889,5901.4,653.8888888888889,91938.62222222223,237.77777777777777,0.9686666666666666
8,1.2,45,39,0.8666666666666667,5960.2444444444445,5955.866666666667,668.2444444444444,93120.3111111111,243.35555555555555,0.9733333333333333
8,1.4,45,39,0.8666666666666667,10029.333333333334,10024.68888888889,797.8666666666667,146057.26666666666,235.86666666666667,0.9686666666666666
8,1.6,45,39,0.8666666666666667,10049.022222222222,10044.466666666667,794.8888888888889,145385.53333333333,246.57777777777778,0.9686666666666666
8,1.8,45,40,0.8888888888888888,9887.2,9882.511111111111,807.6888888888889,145588.48888888888,246.82222222222222,0.9742222222222221
8,2.0,45,39,0.8666666666666667,10142.333333333334,10137.866666666667,804.4888888888889,147992.2,247.7111111111111,0.9688888888888888
9,0.2,45,38,0.8444444444444444,9499.91111111111,9497.31111111111,570.4888888888889,121448.73333333334,318.46666666666664,0.9604444444444445
9,0.4,45,38,0.8444444444444444,7978.466666666666,7975.022222222222,629.8444444444444,103194.4,239.66666666666666,0.9562222222222222
9,0.6,45,39,0.8666666666666667,7924.311111111111,7920.333333333333,672.4666666666667,103259.97777777778,225.6888888888889,0.9615555555555556
9,0.8,45,40,0.8888888888888888,7486.8,7482.733333333334,693.6222222222223,99031.97777777778,213.75555555555556,0.9668888888888888
9,1.0,45,39,0.8666666666666667,8207.466666666667,8203.333333333334,709.8,107627.93333333333,220.4,0.9648888888888889
9,1.2,45,39,0.8666666666666667,8349.888888888889,8345.8,702.2444444444444,109820.77777777778,225.46666666666667,0.9639999999999999
9,1.4,45,39,0.8666666666666667,8514.933333333332,8510.68888888889,705.8666666666667,112053.77777777778,211.44444444444446,0.9639999999999999
9,1.6,45,38,0.8444444444444444,8490.622222222222,8486.488888888889,713.6444444444444,112040.04444444444,216.11111111111111,0.9564444444444444
9,1.8,45,40,0.8888888888888888,7915.511111111111,7911.2444444444445,702.5333333333333,104009.93333333333,218.33333333333334,0.9668888888888888
9,2.0,45,39,0.8666666666666667,8351.066666666668,8347.111111111111,704.6666666666666,109128.02222222222,218.77777777777777,0.9657777777777778
10,0.2,45,33,0.7333333333333333,14014.8,14011.577777777778,725.7555555555556,160332.77777777778,305.06666666666666,0.9453333333333335
10,0.4,45,34,0.7555555555555555,12950.244444444445,12946.244444444445,793.5333333333333,149219.0,243.17777777777778,0.9482222222222223
10,0.6,45,34,0.7555555555555555,12697.111111111111,12692.91111111111,821.4888888888889,148692.6222222222,224.6888888888889,0.9524444444444444
10,0.8,45,34,0.7555555555555555,13059.822222222223,13054.91111111111,833.9777777777778,152637.6888888889,215.9777777777778,0.9484444444444446
10,1.0,45,34,0.7555555555555555,13249.511111111111,13245.066666666668,849.3333333333334,154868.64444444445,212.77777777777777,0.9484444444444446
10,1.2,45,33,0.7333333333333333,9511.08888888889,9506.822222222223,726.3555555555556,113674.28888888888,210.51111111111112,0.9444444444444444
10,1.4,45,34,0.7555555555555555,13545.844444444445,13541.644444444444,849.0666666666667,157688.3777777778,216.0,0.9464444444444445
10,1.6,45,33,0.7333333333333333,13555.111111111111,13550.6,866.8666666666667,160097.33333333334,222.46666666666667,0.9484444444444446
10,1.8,45,34,0.7555555555555555,13565.466666666667,13561.177777777777,859.2444444444444,159747.26666666666,214.7111111111111,0.9504444444444445
10,2.0,45,34,0.7555555555555555,13720.488888888889,13716.222222222223,859.8,160866.26666666666,215.11111111111111,0.9502222222222223
20,0.2,45,5,0.1111111111111111,9455.488888888889,9447.866666666667,896.2888888888889,50782.933333333334,31.444444444444443,0.4320000000000001
20,0.4,45,4,0.08888888888888889,9793.933333333332,9785.466666666667,903.8888888888889,51910.666666666664,32.31111111111111,0.42711111111111116
20,0.6,45,4,0.08888888888888889,9599.888888888889,9592.577777777778,900.6888888888889,51588.26666666667,31.955555555555556,0.42711111111111116
20,0.8,45,4,0.08888888888888889,9683.2,9675.777777777777,902.0222222222222,51932.4,33.6,0.42711111111111116
20,1.0,45,4,0.08888888888888889,9575.08888888889,9567.222222222223,895.0222222222222,51182.311111111114,34.06666666666667,0.42711111111111116
20,1.2,45,4,0.08888888888888889,9608.733333333334,9600.977777777778,895.9111111111112,51813.8,34.266666666666666,0.42711111111111116
20,1.4,45,4,0.08888888888888889,9708.266666666666,9700.511111111111,899.0222222222222,52118.86666666667,34.266666666666666,0.42711111111111116
20,1.6,45,4,0.08888888888888889,9776.444444444445,9768.91111111111,899.0222222222222,52527.28888888889,35.06666666666667,0.42711111111111116
20,1.8,45,4,0.08888888888888889,9829.0,9820.755555555555,899.0222222222222,52451.57777777778,35.31111111111111,0.42711111111111116
20,2.0,45,4,0.08888888888888889,9777.8,9769.866666666667,899.0222222222222,52625.86666666667,35.111111111111114,0.42711111111111116
